제목,장소,주소,기간,이미지url,상세url,세부장르,후기유무,줄거리,작품설명
라면,해피씨어터,서울시 종로구 동숭동 1-60번지 지하 1층,2021/01/16 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/20/12/0400012012_162545_01.349.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20011346,연극,X,줄거리 없음,작품설명 없음
쉬어매드니스,콘텐츠박스(KONTENTZ BOX),서울 종로구 동숭동 1-145 대학빌딩 B1,2015/11/12 ~ 오픈런,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/15/10/0400011510_84757_01235.731.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018229,연극,O,줄거리 없음,작품설명 없음
불편한 편의점,대학로 스타시티 후암 씨어터,서울특별시 종로구 명륜동4가 113-1 아트홀 스타시티,2023/04/08 ~ 오픈런,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/03/0400012303_186172_01.703.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23003651,연극,O,줄거리 없음,작품설명 없음
스위치,아스가르드 씨어터 (구. 낙산씨어터),서울 종로구 혜화동 201번지 지하,2022/02/11 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/22/01/0400012201_172074_01.905.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22001006,연극,X,"손대는 작품마다 대박행진을 이끌어낸 연극계 흥행신화의 주인공 고연출. 5년만에 재공연되는 <로미오와 줄리엣> 연습에 한창이다. 극의 주인공으로 출연하게 된 지혜와 달수는 성공에 눈이 먼 고연출의 강압적인 훈련방식에 점점 지쳐가고 급기야 극장에서 환청을 듣거나 귀신을 보는 등 기이한 현상들을 경험하게 된다. 한편, 과거 극장에서 일어난 불미스러운 사건을 조사하던 유기자는 고연출의 연속된 공연 흥행과 과거의 사건이 밀접한 관련이 있음을 직감하고 그의 수상한 행적을 쫓기 시작한다.","출입구부터 무대까지 관객의 눈길과 손길이 닿는 곳은 모두가 공포의 현장이 된다.
그동안 공포연극이 갖고 있던 고정관념과 패러다임을 모조리 [스위치]한, 무대 위에서 생생하게 되살아나는 4D공포의 개막! 누구나 생각할 수 있지만 아무나 따라할 수 없는 감각적이고 화려한 공포의 결정판!"
옥탑방 고양이 - 틴틴홀,대학로 틴틴홀,서울 종로구 동숭동 1-97,2010/04/06 ~ 오픈런,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/10/03/0400011003_15408_01332.126.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21013096,연극,O,줄거리 없음,"서울 종로구 창신동, 보증금 500-월세 30!
서울 시내가 다 보이는 옥탑방!
보증금 다 박고 서울 상경한 작가 지망생 정은과
월세 선불 내고 집 나온 건축학도 경민!
이중계약으로 엮인 두 청춘남녀의 버라이어티한 옥탑방로맨스!"
한뼘사이,라온아트홀,서울 종로구 동숭동 1-61,2021/03/19 ~ 오픈런,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/21/03/0400012103_163913_01.217.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22014277,연극,O,줄거리 없음,작품설명 없음
너의 목소리가 들려,도토리씨어터,서울특별시 종로구 동숭동 1-89 지하2층,2023/04/03 ~ 2023/10/03,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/03/0400012303_186091_01.209.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23003750,연극,X,줄거리 없음,작품설명 없음
화양연화,소극장 무극 (구 소극장축제),서울시 종로구 명륜동 4가 111-2,2023/08/26 ~ 2023/09/02,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_191960_01.806.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011217,연극,X,"편견과 차별, 혐오에 시달리다 스스로 생을 마감하려는 사람들에게 도착한 의문의 초대장

“꿈의 공간 화양연화로 초대합니다”

차별 없는 세상에서의 삶을 기대하며 사람들은 화양연화로 입주한다. 평화로울줄만 알았던 이 곳에 새로운 입주자가 오고부터 불미스러운 일들이 발생하기 시작하는데…

과연 이 곳 화양연화는 차별 없는 꿈의 공간이 될 수 있을까? ","“편견,차별,혐오로부터 해방”
시작장애인, 하반신 마비 장애인, 동성애자, 쪽방촌 주민, 범죄자 등 자살의 문턱에서 마지막 희망을 가지고 화양연화룰 찾아 온 사람들의 이야기이다..

모두가 편견없이 살아내기 위해서는 사람에 대한 이해와 존중이 필요하다는 것을 인물들은 누구보다 잘 알고 있다. 하지만 본인 사정이 아니고서야 모든 것을 이해하지 못함은 당연한 것이 아닐까? 

사실, 연극 <화양연화>는 모두가 살기 좋은 세상은 존재 하지 않음을 전제하고 있다. ‘내 곁에 아무도 없이 희로애락을 느낄 수 없는 무의미한 삶이지만, 그런 세상에 혼자 남았을 때 비로서 화양연화가 될 수 있지 않을까?’, ‘사회에서 차별받는 약자들이 모인 세상은 과연 다른 세상이 될 수 있을까’ 등 차별에 대해 다양한 질문을 던질 수 있는 극이 될 것이다.  "
스고파라갈,홍익대 대학로 아트센터 소극장,서울시 종로구 연건동 128-8 (대학로 57번지),2023/08/24 ~ 2023/09/17,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_192712_01.529.gif,후기탭 없음,연극,X,"무언가 비틀리고 뒤집힌 장소, 스고파라갈. 이곳에 일곱 인간이 도착한다. 자신이 어디서 온 누구인지, 어디로 가야 하는지를 거듭 묻지만, 그 누구도 기원과 방향을 파악하지 못한다.

혼란스러워하는 인간들 앞에 한 명의 땅거북이 등장한다. 그는 “바다로 가야 한다”는 말만 거듭할 뿐 계속 스고파라갈 둘레만 빙빙 돌고 있다. 갑자기 나타난 땅거북을 지켜보던 인간들은 얼핏얼핏 어슴푸레 건너건너 들었던 이야기를 꺼내놓기 시작한다. 윈다 스찰 선생과 크스머로닐 양반이 반했던 장소이자, 냐파스에 해적들, 드랜글링 해군들, 아니포리캘 광산업자들까지 너도나도 찾던 곳, 스고파라갈. 모든 것이 거꾸로 돌아가는 이 세계에서 땅거북은 왜 자꾸 바다로 가야 한다는 걸까? Quo Vadis, 땅거북!","자본주의가 만들어낸 뒤틀린 세계, 스고파라갈
자본주의의 폭주가 불러온 기후 변화와 생태계 파괴. 자연의 섭리를 거스른 인간들의 선택은 결국 모든 것이 뒤집힌 세계, 스고파라갈을 만들어낸다. 뒤틀린 세상 속 우리는 과연 모든 것을 제대로 알고, 보고 있을까. 스고파라갈을 둘러싼 무분별한 개발에 살아갈 땅을 잃은 땅거북이 외치는 절박한 선언은 이제 우리가 나아가야 할 곳이 어디인지 묻는다."
오백에 삼십,세우아트센터 1관,서울특별시 종로구 대학로12길 49 (동숭동 1-86),2022/03/01 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/22/02/0400012202_172343_01.935.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22001569,연극,O,줄거리 없음,작품설명 없음
진짜나쁜소녀,JTN 아트홀 1관,서울 종로구 이화동 139번지 JTN아트홀,2023/03/17 ~ 오픈런,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/03/0400012303_185835_01.631.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23005776,연극,X,줄거리 없음,작품설명 없음
제8회 여성연극제 - 우리는 논개의 얼굴을 모른다,민송아트홀 2관,서울 종로구 혜화동 185번지 중원빌딩 6층,2023/08/30 ~ 2023/09/03,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_191084_01.838.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011152,연극,X,"논개 표준영정이 새로이 제정되던 날. 진주 의기사에 세 명의 논개가 모인다. 조선시대 사대부들이 바라본 ‘조선 논개’, 일제강점기 시절 시인들이 바라본 ‘독립 논개’. 현재의 우리가 바라보는 ‘오늘의 논개’. 셋은 각자의 ‘썰’을 들려주며 자신이 진짜 논개라고 주장하는데! 이 중 진짜 논개는 누구이고 영정의 진짜 주인은 누구일까?","논개, 그녀에 관한 ‘썰’은 셀 수 없다. 시대에 따라서, 바라보는 이에 따라서, 목적에 따라서, 수도 없이 각색되어 왔기에 어쩌면 우리는 논개의 얼굴을 모른다. 여태껏 그림 속의 여인, 이야기 속의 여인이었던 논개. 이쯤되면 우리는 그녀의 이야기를 직접 들어봐야 하지 않을까? 자, 세 명의 논개가 벌이는 난장 속에서 진짜 논개의 얼굴을 마주해보도록 하자. "
이 불안한 집,명동예술극장,서울 중구 명동1가 54,2023/08/31 ~ 2023/09/24,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_191319_01.134.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23010368,연극,O,"전쟁을 승리로 이끌기 위해 신의 뜻을 받들어 끔찍한 선택을 하는 아가멤논. 그의 딸 이피지니아가 죽고 이 집안은 피의 복수로 서서히 물들어가기 시작한다. 계속되는 불안과 광기, 의심과 배신, 죄책감 속에서 얽히고 얽힌 갈등은 또 다른 희생과 복수를 낳는다. 마치 이 집안을 괴롭히는 저주가 영원히 끝나지 않을 것처럼...","그리스 대표 비극 아이스킬로스 「오레스테이아」의 새로운 탄생!

로열코트씨어터, 영국국립극장 등 유수한 극장에서 활발히 활동하고 있는 극작가 지니 해리스가 아이스킬로스 「오레스테이아 3부작」을 재해석한 <이 불안한 집>! 해외 고전에 현대적 감각을 가미한 시의성 짙은 작품으로 전 세계적 인정을 받은 지니 해리스의 <이 불안한 집>이 오는 8월 31일 국립극단에 상륙한다!

2016년 영국 초연 당시 평단과 관객의 큰 호평을 받은 극작가 지니 해리스의 작품이 2017년 동아연극상 신인연출상을 수상한 이래 활발히 활동 중인 연출가 김정의 도전적이고 세련된 연출로 관객과 만난다. 무대 위 15명의 배우와 연출가 김정 특유의 감각으로 선보일 하반기 최고 기대작 <이 불안한 집>. 그들의 쫀쫀한 호흡과 압도적인 앙상블을 통해 전개되는 가족 간의 피 어린 복수! 돌아오는 가을, 오직 국립극단 명동예술극장에서 단 4주간 만나볼 수 있는 뜨거운 현장을 절대 놓치지 말자."
번아웃에 관한 농담,나온 씨어터,서울시 종로구 명륜동 1가 36-4,2023/08/25 ~ 2023/09/10,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_191659_01.250.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23010852,연극,X,줄거리 없음,작품설명 없음
운빨로맨스,컬쳐씨어터,서울특별시 종로구 대학로8가길 80 (동숭동) 5층,2021/05/01 ~ 오픈런,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/21/03/0400012103_164167_01.220.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21002623,연극,O,줄거리 없음,작품설명 없음
옆집사람,대학로 자유극장,서울 종로구 동숭동 1-45 자유빌딩 지하 2층(디자인 샾 텐바이텐 지하),2023/08/11 ~ 2023/10/29,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_190781_01.416.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23009643,연극,X,줄거리 없음,작품설명 없음
"그 순간, 시간이 멈춘다",연우 소극장(대학로),서울시 혜화동 53-9 다림빌딩 지하 연우 소극장,2023/08/18 ~ 2023/09/03,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_190878_01.331.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23009786,연극,X,"사진기자 세라, 그녀의 동료기자이자 오랜 연인 제임스, 둘은 이라크에서 취재 중 공황발작과 큰 부상으로 인해 귀국한다. 그 소식을 듣고 둘의 막역한 벗이며 사진 편집자인 리처드가 그의 새로운 젊은 연인 맨디와 함께 찾아온다. 이 커플의 방문은 세라와 제임스가 그들의 관계, 삶의 방식을 돌아보게 만드는 계기가 된다.

“그거 알아? 지난 몇 달 동안, 요리 같은 거 해보고, 넷플릭스 보고, 너 낮잠 잘 때, 네 숨소리 들으면서 글 쓰고, 그러면서 너무 행복했어. 단순하고, 지루하고 행복했어.”

전장에서 참상의 전달자로만 지냈던 세라와 제임스는 과연 지난 일을 딛고 뉴욕에서 평온한 삶에 안착할 수 있을까?","2023 서울문화재단 예술창작활동 지원사업 선정작!
퓰리처상 수상 작가 도널드 마굴리스(Donald Margulies) 작품!
‘어떻게 살 것인가?’, 각기 다른 네 인물들의 삶의 방식과 가치에 관한 이야기!


▶ 삶에서 가장 의미 있는 순간, <그 순간, 시간이 멈춘다>
폭탄이 터지는 분쟁지역 위를 고공비행하던 대화가 고도를 낮춰 일상 위를 지나며 변주된다. 폭탄이 터지지는 않지만 일상의 삶이라고 해서 쉽지는 않다. 브루클린의 아파트를 배경으로 일 년에 걸쳐 벌어지는 일을 그리고 있는 <그 순간, 시간이 멈춘다>는 삶의 방식, 견해와 태도, 사랑의 방식이 모두 다른 네 사람의 이야기이다.

▶ 가치와 정체성, 삶의 방식에 관한 깊이 있는 고찰!
인간의 본질은 변하지 않을지도 모르지만 끊임없이 선택을 한다는 점에서 ‘변한다’라고 말할 수 있다. 인간이 변한다면 관계 또한 변한다. 같은 일을 겪고도 다른 결론에 도달하는 일이 얼마나 많은지 우리는 수없이 목격해왔다. 상황이 변하고 그에 따라 사람도, 사랑도, 사랑의 방식도 변한다면 우리는 어떤 선택을 해야 하는 것일까? 어떤 선택을 하든 자신의 몫이다. 작품 속 등장인물들은 모두가 나름의 방식으로 삶을 사랑하며 살아가는 사람들이다. 이들의 삶과 선택, 변화에 대한 이야기를 통해 우리의 삶을 되돌아보게 될 것이다.

▶ 믿고 보는 창작진과 연기파 배우들의 시너지!
‘제41회 서울연극제 우수상’, ‘2019 한국극예술학회 올해 작품상’ 연극 부문을 수상한 연출가 신명민과 <환희 물집 화상>, <컬렉티드 스토리즈>의 배우 정윤경이 초연에 이어 다시 한번 작품에 참여한다. 정윤경은 분쟁 지역 전문 사진 작가 ‘세라’ 역으로 분한다. 세라의 오랜 연인이자 프리랜서 기자인 ‘제임스’ 역에는 뮤지컬 <빨래>, 연극 <혼마라비해> 등에 출연한 배우 이승헌이 캐스팅되었다. 세라와 제임스의 친구이자 맨디의 연인인 ‘리처드’ 역은 연극 <미궁의 설계자>, <보이지 않는 손>의 배우 이종무가 맡는다. 제임스의 연인이자 이벤트 플래너인 ‘맨디’ 역으로는 연극 <줄리엣과 줄리엣>, <사랑해 엄마>의 배우 김하리가 합류했다. 다양한 작품들을 통해 연기력을 인정받아온 배우들과 사실적이고 섬세한 연출, 탄탄한 텍스트가 만들어 낼 시너지에 더욱 기대가 모이고 있다."
